Date,Year,Competition,CompetitionSet,Comp.SetDetail,Sport,Discipline,Gender,Class,Phase,Rank,Medal,Team Members,Person/Team,Person,Person First Name,Person Last Name,PersonGender,Team,Nationality,DoB,YoB,Age (days),Age,Country,Country Code,Continent,Result,Sec/Mtr/Pts,Host City,Host Country,Host Continent,# Participants,# Countries,# Continents,World Ranking,Rank Within Country,Is Olympic Discipline
11-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 500m,Women,Seniors,,3,B,No,Canada,,,,,Canada,,,,26-221,26,Canada,CAN,North & Central America,1:39.40,99.4,"Los Angeles, CA",United States,North & Central America,7,7,2,,1,
11-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 500m,Women,Seniors,,3,B,Yes,"Alexandra Barré (CAN, 29 Jan 1958)",Alexandra Barré,Alexandra,Barré,Women,Canada,CAN,29-Jan-1958,,26-195,26,Canada,CAN,North & Central America,1:39.40,99.4,"Los Angeles, CA",United States,North & Central America,7,7,2,,1,
11-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 500m,Women,Seniors,,3,B,Yes,"Lucy Guay (CAN, 12 Dec 1958)",Lucy Guay,Lucy,Guay,Women,Canada,CAN,12-Dec-1958,,25-243,25,Canada,CAN,North & Central America,1:39.40,99.4,"Los Angeles, CA",United States,North & Central America,7,7,2,,1,
11-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 500m,Women,Seniors,,3,B,Yes,"Sue Holloway (CAN, 19 May 1955)",Sue Holloway,Sue,Holloway,Women,Canada,CAN,19-May-1955,,29-084,29,Canada,CAN,North & Central America,1:39.40,99.4,"Los Angeles, CA",United States,North & Central America,7,7,2,,1,
11-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 500m,Women,Seniors,,3,B,Yes,"Barbara Olmsted (CAN, 17 Aug 1959)",Barbara Olmsted,Barbara,Olmsted,Women,Canada,CAN,17-Aug-1959,,24-360,24,Canada,CAN,North & Central America,1:39.40,99.4,"Los Angeles, CA",United States,North & Central America,7,7,2,,1,
11-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 1000m,Men,Seniors,,1,G,No,New Zealand,,,,,New Zealand,,,,26-115,26,New Zealand,NZL,Australia & Oceania,3:02.28,182.28,"Los Angeles, CA",United States,North & Central America,15,15,4,,1,
11-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 1000m,Men,Seniors,,1,G,Yes,"Grant Bramwell (NZL, 28 Feb 1961)",Grant Bramwell,Grant,Bramwell,Men,New Zealand,NZL,28-Feb-1961,,23-165,23,New Zealand,NZL,Australia & Oceania,3:02.28,182.28,"Los Angeles, CA",United States,North & Central America,15,15,4,,1,
11-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 1000m,Men,Seniors,,1,G,Yes,"Ian Ferguson (NZL, 20 Jul 1952)",Ian Ferguson,Ian,Ferguson,Men,New Zealand,NZL,20-Jul-1952,,32-022,32,New Zealand,NZL,Australia & Oceania,3:02.28,182.28,"Los Angeles, CA",United States,North & Central America,15,15,4,,1,
11-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 1000m,Men,Seniors,,1,G,Yes,"Paul MacDonald (NZL, 08 Jan 1960)",Paul MacDonald,Paul,MacDonald,Men,New Zealand,NZL,08-Jan-1960,,24-216,24,New Zealand,NZL,Australia & Oceania,3:02.28,182.28,"Los Angeles, CA",United States,North & Central America,15,15,4,,1,
11-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 1000m,Men,Seniors,,1,G,Yes,"Alan Thompson (NZL, 14 Jun 1959)",Alan Thompson,Alan,Thompson,Men,New Zealand,NZL,14-Jun-1959,,25-058,25,New Zealand,NZL,Australia & Oceania,3:02.28,182.28,"Los Angeles, CA",United States,North & Central America,15,15,4,,1,
11-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 1000m,Men,Seniors,,2,S,No,Sweden,,,,,Sweden,,,,24-230,24,Sweden,SWE,Europe,3:02.81,182.81,"Los Angeles, CA",United States,North & Central America,15,15,4,,1,
11-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 1000m,Men,Seniors,,2,S,Yes,"Per-Inge Bengtsson (SWE, 29 Oct 1961)",Per-Inge Bengtsson,Per-Inge,Bengtsson,Men,Sweden,SWE,29-Oct-1961,,22-287,22,Sweden,SWE,Europe,3:02.81,182.81,"Los Angeles, CA",United States,North & Central America,15,15,4,,1,
11-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 1000m,Men,Seniors,,2,S,Yes,"Tommy Karls (SWE, 13 Oct 1961)",Tommy Karls,Tommy,Karls,Men,Sweden,SWE,13-Oct-1961,,22-303,22,Sweden,SWE,Europe,3:02.81,182.81,"Los Angeles, CA",United States,North & Central America,15,15,4,,1,
11-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 1000m,Men,Seniors,,2,S,Yes,"Lars-Erik Möberg (SWE, 07 Aug 1957)",Lars-Erik Möberg,Lars-Erik,Möberg,Men,Sweden,SWE,07-Aug-1957,,27-004,27,Sweden,SWE,Europe,3:02.81,182.81,"Los Angeles, CA",United States,North & Central America,15,15,4,,1,
11-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 1000m,Men,Seniors,,2,S,Yes,"Thomas Ohlsson (SWE, 20 Sep 1958)",Thomas Ohlsson,Thomas,Ohlsson,Men,Sweden,SWE,20-Sep-1958,,25-326,25,Sweden,SWE,Europe,3:02.81,182.81,"Los Angeles, CA",United States,North & Central America,15,15,4,,1,
11-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 1000m,Men,Seniors,,3,B,No,France,,,,,France,,,,25-292,25,France,FRA,Europe,3:03.94,183.94,"Los Angeles, CA",United States,North & Central America,15,15,4,,1,
11-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 1000m,Men,Seniors,,3,B,Yes,"Francois Barouh (FRA, 16 Jan 1955)",Francois Barouh,Francois,Barouh,Men,France,FRA,16-Jan-1955,,29-208,29,France,FRA,Europe,3:03.94,183.94,"Los Angeles, CA",United States,North & Central America,15,15,4,,1,
11-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 1000m,Men,Seniors,,3,B,Yes,"Philippe Boccara (USA, 06 Jul 1959)",Philippe Boccara,Philippe,Boccara,Men,France,USA,06-Jul-1959,,25-036,25,France,FRA,Europe,3:03.94,183.94,"Los Angeles, CA",United States,North & Central America,15,15,4,,1,
11-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 1000m,Men,Seniors,,3,B,Yes,"Pascal Boucherit (FRA, 07 Aug 1959)",Pascal Boucherit,Pascal,Boucherit,Men,France,FRA,07-Aug-1959,,25-004,25,France,FRA,Europe,3:03.94,183.94,"Los Angeles, CA",United States,North & Central America,15,15,4,,1,
11-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 1000m,Men,Seniors,,3,B,Yes,"Didier Vavasseur (FRA, 07 Feb 1961)",Didier Vavasseur,Didier,Vavasseur,Men,France,FRA,07-Feb-1961,,23-186,23,France,FRA,Europe,3:03.94,183.94,"Los Angeles, CA",United States,North & Central America,15,15,4,,1,
10-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C1 500m,Men,Seniors,,1,G,No,"Larry Cain (CAN, 09 Jan 1963)",Larry Cain,Larry,Cain,Men,Canada,CAN,09-Jan-1963,,21-214,21,Canada,CAN,North & Central America,1:57.01,117.01,"Los Angeles, CA",United States,North & Central America,13,13,3,,1,
10-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C1 500m,Men,Seniors,,2,S,No,"Henning Jakobsen (DEN, 06 Mar 1962)",Henning Jakobsen,Henning,Jakobsen,Men,Denmark,DEN,06-Mar-1962,,22-157,22,Denmark,DEN,Europe,1:58.45,118.45,"Los Angeles, CA",United States,North & Central America,13,13,3,,1,
10-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C1 500m,Men,Seniors,,3,B,No,"Costica Olaru (ROU, 01 Aug 1960)",Costica Olaru,Costica,Olaru,Men,Romania,ROU,01-Aug-1960,,24-009,24,Romania,ROU,Europe,1:59.86,119.86,"Los Angeles, CA",United States,North & Central America,13,13,3,,1,
10-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C2 500m,Men,Seniors,,1,G,No,Ljubek / Nisovic,,,,,Ljubek / Nisovic,,,,26-334,26,Yugoslavia,YUG,Europe,1:43.67,103.67,"Los Angeles, CA",United States,North & Central America,11,11,3,,1,
10-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C2 500m,Men,Seniors,,1,G,Yes,"Matija Ljubek (CRO, 22 Nov 1953)",Matija Ljubek,Matija,Ljubek,Men,Ljubek / Nisovic,CRO,22-Nov-1953,,30-262,30,Yugoslavia,YUG,Europe,1:43.67,103.67,"Los Angeles, CA",United States,North & Central America,11,11,3,,1,
10-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C2 500m,Men,Seniors,,1,G,Yes,"Mirko Nisovic (YUG, 02 Jul 1961)",Mirko Nisovic,Mirko,Nisovic,Men,Ljubek / Nisovic,YUG,02-Jul-1961,,23-039,23,Yugoslavia,YUG,Europe,1:43.67,103.67,"Los Angeles, CA",United States,North & Central America,11,11,3,,1,
10-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C2 500m,Men,Seniors,,2,S,No,Patzaichin / Simionov,,,,,Patzaichin / Simionov,,,,31-272,31,Romania,ROU,Europe,1:45.68,105.68,"Los Angeles, CA",United States,North & Central America,11,11,3,,1,
10-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C2 500m,Men,Seniors,,2,S,Yes,"Ivan Patzaichin (ROU, 26 Nov 1949)",Ivan Patzaichin,Ivan,Patzaichin,Men,Patzaichin / Simionov,ROU,26-Nov-1949,,34-258,34,Romania,ROU,Europe,1:45.68,105.68,"Los Angeles, CA",United States,North & Central America,11,11,3,,1,
10-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C2 500m,Men,Seniors,,2,S,Yes,"Toma Simionov (ROU, 30 Oct 1955)",Toma Simionov,Toma,Simionov,Men,Patzaichin / Simionov,ROU,30-Oct-1955,,28-285,28,Romania,ROU,Europe,1:45.68,105.68,"Los Angeles, CA",United States,North & Central America,11,11,3,,1,
10-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C2 500m,Men,Seniors,,3,B,No,Miguez / Suarez,,,,,Miguez / Suarez,,,,21-086,21,Spain,ESP,Europe,1:47.71,107.71,"Los Angeles, CA",United States,North & Central America,11,11,3,,1,
10-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C2 500m,Men,Seniors,,3,B,Yes,"Enrique Miguez (ESP, 14 Mar 1966)",Enrique Miguez,Enrique,Miguez,Men,Miguez / Suarez,ESP,14-Mar-1966,,18-149,18,Spain,ESP,Europe,1:47.71,107.71,"Los Angeles, CA",United States,North & Central America,11,11,3,,1,
10-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C2 500m,Men,Seniors,,3,B,Yes,"Narciso Suarez (ESP, 18 Jul 1960)",Narciso Suarez,Narciso,Suarez,Men,Miguez / Suarez,ESP,18-Jul-1960,,24-023,24,Spain,ESP,Europe,1:47.71,107.71,"Los Angeles, CA",United States,North & Central America,11,11,3,,1,
10-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K1 500m,Men,Seniors,,1,G,No,"Ian Ferguson (NZL, 20 Jul 1952)",Ian Ferguson,Ian,Ferguson,Men,New Zealand,NZL,20-Jul-1952,,32-021,32,New Zealand,NZL,Australia & Oceania,1:47.84,107.84,"Los Angeles, CA",United States,North & Central America,19,19,6,,1,
10-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K1 500m,Men,Seniors,,2,S,No,"Lars-Erik Möberg (SWE, 07 Aug 1957)",Lars-Erik Möberg,Lars-Erik,Möberg,Men,Sweden,SWE,07-Aug-1957,,27-003,27,Sweden,SWE,Europe,1:48.18,108.18,"Los Angeles, CA",United States,North & Central America,19,19,6,,1,
10-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K1 500m,Men,Seniors,,3,B,No,"Bernard Bregeon (FRA, 06 Jul 1962)",Bernard Bregeon,Bernard,Bregeon,Men,France,FRA,06-Jul-1962,,22-035,22,France,FRA,Europe,1:48.41,108.41,"Los Angeles, CA",United States,North & Central America,19,19,6,,1,
10-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K1 500m,Women,Seniors,,1,G,No,"Agneta Andersson (SWE, 25 Apr 1961)",Agneta Andersson,Agneta,Andersson,Women,Sweden,SWE,25-Apr-1961,,23-107,23,Sweden,SWE,Europe,1:58.72,118.72,"Los Angeles, CA",United States,North & Central America,11,11,4,,1,
10-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K1 500m,Women,Seniors,,2,S,No,"Barbara Schüttpelz (GER, 09 Sep 1956)",Barbara Schüttpelz,Barbara,Schüttpelz,Women,West Germany,GER,09-Sep-1956,,27-336,27,West Germany,FRG,Europe,1:59.93,119.93,"Los Angeles, CA",United States,North & Central America,11,11,4,,1,
10-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K1 500m,Women,Seniors,,3,B,No,"Annemiek Derckx (NED, 12 Apr 1954)",Annemiek Derckx,Annemiek,Derckx,Women,Netherlands,NED,12-Apr-1954,,30-120,30,Netherlands,NED,Europe,2:00.11,120.11,"Los Angeles, CA",United States,North & Central America,11,11,4,,1,
10-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 500m,Men,Seniors,,1,G,No,Ferguson / MacDonald,,,,,Ferguson / MacDonald,,,,28-118,28,New Zealand,NZL,Australia & Oceania,1:34.21,94.21,"Los Angeles, CA",United States,North & Central America,21,21,5,,1,
10-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 500m,Men,Seniors,,1,G,Yes,"Ian Ferguson (NZL, 20 Jul 1952)",Ian Ferguson,Ian,Ferguson,Men,Ferguson / MacDonald,NZL,20-Jul-1952,,32-021,32,New Zealand,NZL,Australia & Oceania,1:34.21,94.21,"Los Angeles, CA",United States,North & Central America,21,21,5,,1,
10-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 500m,Men,Seniors,,1,G,Yes,"Paul MacDonald (NZL, 08 Jan 1960)",Paul MacDonald,Paul,MacDonald,Men,Ferguson / MacDonald,NZL,08-Jan-1960,,24-215,24,New Zealand,NZL,Australia & Oceania,1:34.21,94.21,"Los Angeles, CA",United States,North & Central America,21,21,5,,1,
10-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 500m,Men,Seniors,,2,S,No,Möberg / Bengtsson,,,,,Möberg / Bengtsson,,,,24-327,24,Sweden,SWE,Europe,1:35.26,95.26,"Los Angeles, CA",United States,North & Central America,21,21,5,,1,
10-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 500m,Men,Seniors,,2,S,Yes,"Per-Inge Bengtsson (SWE, 29 Oct 1961)",Per-Inge Bengtsson,Per-Inge,Bengtsson,Men,Möberg / Bengtsson,SWE,29-Oct-1961,,22-286,22,Sweden,SWE,Europe,1:35.26,95.26,"Los Angeles, CA",United States,North & Central America,21,21,5,,1,
10-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 500m,Men,Seniors,,2,S,Yes,"Lars-Erik Möberg (SWE, 07 Aug 1957)",Lars-Erik Möberg,Lars-Erik,Möberg,Men,Möberg / Bengtsson,SWE,07-Aug-1957,,27-003,27,Sweden,SWE,Europe,1:35.26,95.26,"Los Angeles, CA",United States,North & Central America,21,21,5,,1,
10-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 500m,Men,Seniors,,3,B,No,Morris / Fisher,,,,,Morris / Fisher,,,,27-289,27,Canada,CAN,North & Central America,1:35.41,95.41,"Los Angeles, CA",United States,North & Central America,21,21,5,,1,
10-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 500m,Men,Seniors,,3,B,Yes,"Hugh Fisher (CAN, 01 Oct 1955)",Hugh Fisher,Hugh,Fisher,Men,Morris / Fisher,CAN,01-Oct-1955,,28-314,28,Canada,CAN,North & Central America,1:35.41,95.41,"Los Angeles, CA",United States,North & Central America,21,21,5,,1,
10-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 500m,Men,Seniors,,3,B,Yes,"Alwyn Morris (CAN, 22 Nov 1957)",Alwyn Morris,Alwyn,Morris,Men,Morris / Fisher,CAN,22-Nov-1957,,26-262,26,Canada,CAN,North & Central America,1:35.41,95.41,"Los Angeles, CA",United States,North & Central America,21,21,5,,1,
10-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 500m,Women,Seniors,,1,G,No,Andersson / Olsson,,,,,Andersson / Olsson,,,,21-311,21,Sweden,SWE,Europe,1:45.25,105.25,"Los Angeles, CA",United States,North & Central America,10,10,3,,1,
10-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 500m,Women,Seniors,,1,G,Yes,"Agneta Andersson (SWE, 25 Apr 1961)",Agneta Andersson,Agneta,Andersson,Women,Andersson / Olsson,SWE,25-Apr-1961,,23-107,23,Sweden,SWE,Europe,1:45.25,105.25,"Los Angeles, CA",United States,North & Central America,10,10,3,,1,
10-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 500m,Women,Seniors,,1,G,Yes,"Anna Olsson (SWE, 14 Mar 1964)",Anna Olsson,Anna,Olsson,Women,Andersson / Olsson,SWE,14-Mar-1964,,20-149,20,Sweden,SWE,Europe,1:45.25,105.25,"Los Angeles, CA",United States,North & Central America,10,10,3,,1,
10-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 500m,Women,Seniors,,2,S,No,Barré / Holloway,,,,,Barré / Holloway,,,,27-322,27,Canada,CAN,North & Central America,1:47.13,107.13,"Los Angeles, CA",United States,North & Central America,10,10,3,,1,
10-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 500m,Women,Seniors,,2,S,Yes,"Alexandra Barré (CAN, 29 Jan 1958)",Alexandra Barré,Alexandra,Barré,Women,Barré / Holloway,CAN,29-Jan-1958,,26-194,26,Canada,CAN,North & Central America,1:47.13,107.13,"Los Angeles, CA",United States,North & Central America,10,10,3,,1,
10-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 500m,Women,Seniors,,2,S,Yes,"Sue Holloway (CAN, 19 May 1955)",Sue Holloway,Sue,Holloway,Women,Barré / Holloway,CAN,19-May-1955,,29-083,29,Canada,CAN,North & Central America,1:47.13,107.13,"Los Angeles, CA",United States,North & Central America,10,10,3,,1,
10-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 500m,Women,Seniors,,3,B,No,Schüttpelz / Idem,,,,,Schüttpelz / Idem,,,,23-329,23,West Germany,FRG,Europe,1:47.32,107.32,"Los Angeles, CA",United States,North & Central America,10,10,3,,1,
10-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 500m,Women,Seniors,,3,B,Yes,"Josefa Idem (ITA, 23 Sep 1964)",Josefa Idem,Josefa,Idem,Women,Schüttpelz / Idem,ITA,23-Sep-1964,,19-322,19,West Germany,FRG,Europe,1:47.32,107.32,"Los Angeles, CA",United States,North & Central America,10,10,3,,1,
10-Aug-1984,1984,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 500m,Women,Seniors,,3,B,Yes,"Barbara Schüttpelz (GER, 09 Sep 1956)",Barbara Schüttpelz,Barbara,Schüttpelz,Women,Schüttpelz / Idem,GER,09-Sep-1956,,27-336,27,West Germany,FRG,Europe,1:47.32,107.32,"Los Angeles, CA",United States,North & Central America,10,10,3,,1,
02-Aug-1980,1980,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C1 1000m,Men,Seniors,,1,G,No,"Ljubomir Ljubenov (BUL, 26 Mar 1957)",Ljubomir Ljubenov,Ljubomir,Ljubenov,Men,Bulgaria,BUL,26-Mar-1957,,23-129,23,Bulgaria,BUL,Europe,4:12.38,252.38,Moscow,Soviet Union,Europe,12,12,1,,1,
02-Aug-1980,1980,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C1 1000m,Men,Seniors,,2,S,No,"Sergey Postrekhin (URS, 01 Nov 1957)",Sergey Postrekhin,Sergey,Postrekhin,Men,Soviet Union,URS,01-Nov-1957,,22-275,22,Soviet Union,URS,Europe,4:13.53,253.53,Moscow,Soviet Union,Europe,12,12,1,,1,
02-Aug-1980,1980,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C1 1000m,Men,Seniors,,3,B,No,"Eckhard Leue (GER, 20 Mar 1958)",Eckhard Leue,Eckhard,Leue,Men,East Germany,GER,20-Mar-1958,,22-135,22,East Germany,GDR,Europe,4:15.02,255.02,Moscow,Soviet Union,Europe,12,12,1,,1,
02-Aug-1980,1980,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C2 1000m,Men,Seniors,,1,G,No,Patzaichin / Simionov,,,,,Patzaichin / Simionov,,,,27-264,27,Romania,ROU,Europe,3:47.65,227.65,Moscow,Soviet Union,Europe,11,12,1,,1,
02-Aug-1980,1980,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C2 1000m,Men,Seniors,,1,G,Yes,"Ivan Patzaichin (ROU, 26 Nov 1949)",Ivan Patzaichin,Ivan,Patzaichin,Men,Patzaichin / Simionov,ROU,26-Nov-1949,,30-250,30,Romania,ROU,Europe,3:47.65,227.65,Moscow,Soviet Union,Europe,11,12,1,,1,
02-Aug-1980,1980,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C2 1000m,Men,Seniors,,1,G,Yes,"Toma Simionov (ROU, 30 Oct 1955)",Toma Simionov,Toma,Simionov,Men,Patzaichin / Simionov,ROU,30-Oct-1955,,24-277,24,Romania,ROU,Europe,3:47.65,227.65,Moscow,Soviet Union,Europe,11,12,1,,1,
02-Aug-1980,1980,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C2 1000m,Men,Seniors,,2,S,No,Heukrodt / Madeja,,,,,Heukrodt / Madeja,,,,20-002,20,East Germany,GDR,Europe,3:49.93,229.93,Moscow,Soviet Union,Europe,11,12,1,,1,
02-Aug-1980,1980,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C2 1000m,Men,Seniors,,2,S,Yes,"Olaf Heukrodt (GER, 23 Jan 1962)",Olaf Heukrodt,Olaf,Heukrodt,Men,Heukrodt / Madeja,GER,23-Jan-1962,,18-192,18,East Germany,GDR,Europe,3:49.93,229.93,Moscow,Soviet Union,Europe,11,12,1,,1,
02-Aug-1980,1980,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C2 1000m,Men,Seniors,,2,S,Yes,"Uwe Madeja (GER, 06 Feb 1959)",Uwe Madeja,Uwe,Madeja,Men,Heukrodt / Madeja,GER,06-Feb-1959,,21-178,21,East Germany,GDR,Europe,3:49.93,229.93,Moscow,Soviet Union,Europe,11,12,1,,1,
02-Aug-1980,1980,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C2 1000m,Men,Seniors,,3,B,No,Yourchenko / Lobanov,,,,,Yourchenko / Lobanov,,,,29-005,29,Soviet Union,URS,Europe,3:51.28,231.28,Moscow,Soviet Union,Europe,11,12,1,,1,
02-Aug-1980,1980,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C2 1000m,Men,Seniors,,3,B,Yes,"Vasiliy Yourchenko (URS, 26 May 1950)",Vasiliy Yourchenko,Vasiliy,Yourchenko,Men,Yourchenko / Lobanov,URS,26-May-1950,,30-068,30,Soviet Union,URS,Europe,3:51.28,231.28,Moscow,Soviet Union,Europe,11,12,1,,1,
02-Aug-1980,1980,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C2 1000m,Men,Seniors,,3,B,Yes,"Yury Lobanov (URS, 29 Sep 1952)",Yury Lobanov,Yury,Lobanov,Men,Yourchenko / Lobanov,URS,29-Sep-1952,,27-308,27,Soviet Union,URS,Europe,3:51.28,231.28,Moscow,Soviet Union,Europe,11,12,1,,1,
02-Aug-1980,1980,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K1 1000m,Men,Seniors,,1,G,No,"Rüdiger Helm (GER, 06 Oct 1956)",Rüdiger Helm,Rüdiger,Helm,Men,East Germany,GER,06-Oct-1956,,23-301,23,East Germany,GDR,Europe,3:48.77,228.77,Moscow,Soviet Union,Europe,20,20,3,,1,
02-Aug-1980,1980,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K1 1000m,Men,Seniors,,2,S,No,"Alain Lebas (FRA, 10 Nov 1953)",Alain Lebas,Alain,Lebas,Men,France,FRA,10-Nov-1953,,26-266,26,France,FRA,Europe,3:50.20,230.2,Moscow,Soviet Union,Europe,20,20,3,,1,
02-Aug-1980,1980,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K1 1000m,Men,Seniors,,3,B,No,"Ion Birladeanu (ROU, 01 Aug 1958)",Ion Birladeanu,Ion,Birladeanu,Men,Romania,ROU,01-Aug-1958,,22-001,22,Romania,ROU,Europe,3:50.49,230.49,Moscow,Soviet Union,Europe,20,20,3,,1,
02-Aug-1980,1980,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 1000m,Men,Seniors,,1,G,No,Chukhrai / Parfenovich,,,,,Chukhrai / Parfenovich,,,,23-154,23,Soviet Union,URS,Europe,3:26.72,206.72,Moscow,Soviet Union,Europe,16,19,3,,1,
02-Aug-1980,1980,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 1000m,Men,Seniors,,1,G,Yes,"Vladimir Parfenovich (URS, 02 Dec 1958)",Vladimir Parfenovich,Vladimir,Parfenovich,Men,Chukhrai / Parfenovich,URS,02-Dec-1958,,21-244,21,Soviet Union,URS,Europe,3:26.72,206.72,Moscow,Soviet Union,Europe,16,19,3,,1,
02-Aug-1980,1980,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 1000m,Men,Seniors,,1,G,Yes,"Sergei Chukhrai (URS, 31 May 1955)",Sergei Chukhrai,Sergei,Chukhrai,Men,Chukhrai / Parfenovich,URS,31-May-1955,,25-063,25,Soviet Union,URS,Europe,3:26.72,206.72,Moscow,Soviet Union,Europe,16,19,3,,1,
02-Aug-1980,1980,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 1000m,Men,Seniors,,2,S,No,Joós / Szabó,,,,,Joós / Szabó,,,,28-271,28,Hungary,HUN,Europe,3:28.49,208.49,Moscow,Soviet Union,Europe,16,19,3,,1,
