Date,Year,Competition,CompetitionSet,Comp.SetDetail,Sport,Discipline,Gender,Class,Phase,Rank,Medal,Team Members,Person/Team,Person,Person First Name,Person Last Name,PersonGender,Team,Nationality,DoB,YoB,Age (days),Age,Country,Country Code,Continent,Result,Sec/Mtr/Pts,Host City,Host Country,Host Continent,# Participants,# Countries,# Continents,World Ranking,Rank Within Country,Is Olympic Discipline
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C2 1000m,Men,Seniors,,1,G,No,Brendel / Vandrey,,,,,Brendel / Vandrey,,,,26-208,26,Germany,GER,Europe,3:43.912,223.912,Rio de Janeiro,Brazil,South America,11,11,6,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C2 1000m,Men,Seniors,,1,G,Yes,"Sebastian Brendel (GER, 12 Mar 1988)",Sebastian Brendel,Sebastian,Brendel,Men,Brendel / Vandrey,GER,12-Mar-1988,,28-161,28,Germany,GER,Europe,,,Rio de Janeiro,Brazil,South America,11,11,6,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C2 1000m,Men,Seniors,,1,G,Yes,"Jan Vandrey (GER, 11 Dec 1991)",Jan Vandrey,Jan,Vandrey,Men,Brendel / Vandrey,GER,11-Dec-1991,,24-253,24,Germany,GER,Europe,,,Rio de Janeiro,Brazil,South America,11,11,6,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C2 1000m,Men,Seniors,,2,S,No,Souza / Queiroz Dos Santos,,,,,Souza / Queiroz Dos Santos,,,,23-328,23,Brazil,BRA,South America,3:44.819,224.819,Rio de Janeiro,Brazil,South America,11,11,6,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C2 1000m,Men,Seniors,,2,S,Yes,"Erlon Souza (BRA, 23 Jun 1991)",Erlon Souza,Erlon,Souza,Men,Souza / Queiroz Dos Santos,BRA,23-Jun-1991,,25-058,25,Brazil,BRA,South America,,,Rio de Janeiro,Brazil,South America,11,11,6,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C2 1000m,Men,Seniors,,2,S,Yes,"Isaquias Queiroz Dos Santos (BRA, 03 Jan 1994)",Isaquias Queiroz Dos Santos,Isaquias,Queiroz Dos Santos,Men,Souza / Queiroz Dos Santos,BRA,03-Jan-1994,,22-230,22,Brazil,BRA,South America,,,Rio de Janeiro,Brazil,South America,11,11,6,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C2 1000m,Men,Seniors,,3,B,No,Ianchuk / Mishchuk,,,,,Ianchuk / Mishchuk,,,,22-154,22,Ukraine,UKR,Europe,3:45.949,225.949,Rio de Janeiro,Brazil,South America,11,11,6,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C2 1000m,Men,Seniors,,3,B,Yes,"Dmytro Ianchuk (UKR, 14 Nov 1992)",Dmytro Ianchuk,Dmytro,Ianchuk,Men,Ianchuk / Mishchuk,UKR,14-Nov-1992,,23-280,23,Ukraine,UKR,Europe,,,Rio de Janeiro,Brazil,South America,11,11,6,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C2 1000m,Men,Seniors,,3,B,Yes,"Taras Mishchuk (UKR, 22 Jul 1995)",Taras Mishchuk,Taras,Mishchuk,Men,Ianchuk / Mishchuk,UKR,22-Jul-1995,,21-029,21,Ukraine,UKR,Europe,,,Rio de Janeiro,Brazil,South America,11,11,6,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K1 200m,Men,Seniors,,1,G,No,"Liam Heath (ENG, 17 Aug 1984)",Liam Heath,Liam,Heath,Men,Great Britain,ENG,17-Aug-1984,,32-003,32,Great Britain,GBR,Europe,35.197,35.197,Rio de Janeiro,Brazil,South America,22,22,6,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K1 200m,Men,Seniors,,2,S,No,"Maxime Beaumont (FRA, 23 Apr 1982)",Maxime Beaumont,Maxime,Beaumont,Men,France,FRA,23-Apr-1982,,34-119,34,France,FRA,Europe,35.362,35.362,Rio de Janeiro,Brazil,South America,22,22,6,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K1 200m,Men,Seniors,,3,B,No,"Ronald Rauhe (GER, 03 Oct 1981)",Ronald Rauhe,Ronald,Rauhe,Men,Germany,GER,03-Oct-1981,,34-322,34,Germany,GER,Europe,35.662,35.662,Rio de Janeiro,Brazil,South America,22,22,6,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K1 200m,Men,Seniors,,3,B,No,"Saúl Craviotto (ESP, 03 Nov 1984)",Saúl Craviotto,Saúl,Craviotto,Men,Spain,ESP,03-Nov-1984,,31-291,31,Spain,ESP,Europe,35.662,35.662,Rio de Janeiro,Brazil,South America,22,22,6,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 500m,Women,Seniors,,1,G,No,Hungary,,,,,Hungary,,,,30-244,30,Hungary,HUN,Europe,1:31.482,91.482,Rio de Janeiro,Brazil,South America,14,14,5,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 500m,Women,Seniors,,1,G,Yes,"Gabriella Szabo (HUN, 14 Aug 1986)",Gabriella Szabo,Gabriella,Szabo,Women,Hungary,HUN,14-Aug-1986,,30-006,30,Hungary,HUN,Europe,,,Rio de Janeiro,Brazil,South America,14,14,5,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 500m,Women,Seniors,,1,G,Yes,"Danusia Kozák (HUN, 11 Jan 1987)",Danusia Kozák,Danusia,Kozák,Women,Hungary,HUN,11-Jan-1987,,29-222,29,Hungary,HUN,Europe,,,Rio de Janeiro,Brazil,South America,14,14,5,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 500m,Women,Seniors,,1,G,Yes,"Tamara Csipes (HUN, 24 Aug 1989)",Tamara Csipes,Tamara,Csipes,Women,Hungary,HUN,24-Aug-1989,,26-362,26,Hungary,HUN,Europe,,,Rio de Janeiro,Brazil,South America,14,14,5,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 500m,Women,Seniors,,1,G,Yes,"Krisztina Fazekas-Zur (HUN, 01 Aug 1980)",Krisztina Fazekas-Zur,Krisztina,Fazekas-Zur,Women,Hungary,HUN,01-Aug-1980,,36-019,36,Hungary,HUN,Europe,,,Rio de Janeiro,Brazil,South America,14,14,5,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 500m,Women,Seniors,,2,S,No,Germany,,,,,Germany,,,,26-010,26,Germany,GER,Europe,1:32.383,92.383,Rio de Janeiro,Brazil,South America,14,14,5,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 500m,Women,Seniors,,2,S,Yes,"Sabrina Hering-Pradler (GER, 16 Feb 1992)",Sabrina Hering-Pradler,Sabrina,Hering-Pradler,Women,Germany,GER,16-Feb-1992,,24-186,24,Germany,GER,Europe,,,Rio de Janeiro,Brazil,South America,14,14,5,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 500m,Women,Seniors,,2,S,Yes,"Franziska John (GER, 24 May 1989)",Franziska John,Franziska,John,Women,Germany,GER,24-May-1989,,27-088,27,Germany,GER,Europe,,,Rio de Janeiro,Brazil,South America,14,14,5,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 500m,Women,Seniors,,2,S,Yes,"Steffi Kriegerstein (GER, 03 Nov 1992)",Steffi Kriegerstein,Steffi,Kriegerstein,Women,Germany,GER,03-Nov-1992,,23-291,23,Germany,GER,Europe,,,Rio de Janeiro,Brazil,South America,14,14,5,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 500m,Women,Seniors,,2,S,Yes,"Tina Dietze (GER, 25 Jan 1988)",Tina Dietze,Tina,Dietze,Women,Germany,GER,25-Jan-1988,,28-208,28,Germany,GER,Europe,,,Rio de Janeiro,Brazil,South America,14,14,5,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 500m,Women,Seniors,,3,B,No,Belarus,,,,,Belarus,,,,26-050,26,Belarus,BLR,Europe,1:33.908,93.908,Rio de Janeiro,Brazil,South America,14,14,5,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 500m,Women,Seniors,,3,B,Yes,"Marharyta Makhneva (BLR, 13 Feb 1992)",Marharyta Makhneva,Marharyta,Makhneva,Women,Belarus,BLR,13-Feb-1992,,24-189,24,Belarus,BLR,Europe,,,Rio de Janeiro,Brazil,South America,14,14,5,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 500m,Women,Seniors,,3,B,Yes,"Nadzeya Liapeshka (BLR, 26 Apr 1989)",Nadzeya Liapeshka,Nadzeya,Liapeshka,Women,Belarus,BLR,26-Apr-1989,,27-116,27,Belarus,BLR,Europe,,,Rio de Janeiro,Brazil,South America,14,14,5,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 500m,Women,Seniors,,3,B,Yes,"Volha Khudzenka (BLR, 12 May 1992)",Volha Khudzenka,Volha,Khudzenka,Women,Belarus,BLR,12-May-1992,,24-100,24,Belarus,BLR,Europe,,,Rio de Janeiro,Brazil,South America,14,14,5,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 500m,Women,Seniors,,3,B,Yes,"Maryna Litvinchuk (BLR, 12 Mar 1988)",Maryna Litvinchuk,Maryna,Litvinchuk,Women,Belarus,BLR,12-Mar-1988,,28-161,28,Belarus,BLR,Europe,,,Rio de Janeiro,Brazil,South America,14,14,5,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 1000m,Men,Seniors,,1,G,No,Germany,,,,,Germany,,,,26-235,26,Germany,GER,Europe,3:02.143,182.143,Rio de Janeiro,Brazil,South America,14,14,4,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 1000m,Men,Seniors,,1,G,Yes,"Max Rendschmidt (GER, 12 Dec 1993)",Max Rendschmidt,Max,Rendschmidt,Men,Germany,GER,12-Dec-1993,,22-252,22,Germany,GER,Europe,,,Rio de Janeiro,Brazil,South America,14,14,4,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 1000m,Men,Seniors,,1,G,Yes,"Tom Liebscher (GER, 03 Aug 1993)",Tom Liebscher,Tom,Liebscher,Men,Germany,GER,03-Aug-1993,,23-017,23,Germany,GER,Europe,,,Rio de Janeiro,Brazil,South America,14,14,4,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 1000m,Men,Seniors,,1,G,Yes,"Max Hoff (GER, 12 Sep 1982)",Max Hoff,Max,Hoff,Men,Germany,GER,12-Sep-1982,,33-343,33,Germany,GER,Europe,,,Rio de Janeiro,Brazil,South America,14,14,4,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 1000m,Men,Seniors,,1,G,Yes,"Marcus Gross (GER, 28 Sep 1989)",Marcus Gross,Marcus,Gross,Men,Germany,GER,28-Sep-1989,,26-327,26,Germany,GER,Europe,,,Rio de Janeiro,Brazil,South America,14,14,4,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 1000m,Men,Seniors,,2,S,No,Slovakia,,,,,Slovakia,,,,28-218,28,Slovakia,SVK,Europe,3:05.044,185.044,Rio de Janeiro,Brazil,South America,14,14,4,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 1000m,Men,Seniors,,2,S,Yes,"Denis Myšák (SVK, 30 Nov 1995)",Denis Myšák,Denis,Myšák,Men,Slovakia,SVK,30-Nov-1995,,20-264,20,Slovakia,SVK,Europe,,,Rio de Janeiro,Brazil,South America,14,14,4,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 1000m,Men,Seniors,,2,S,Yes,"Erik Vlcek (SVK, 29 Dec 1981)",Erik Vlcek,Erik,Vlcek,Men,Slovakia,SVK,29-Dec-1981,,34-235,34,Slovakia,SVK,Europe,,,Rio de Janeiro,Brazil,South America,14,14,4,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 1000m,Men,Seniors,,2,S,Yes,"Juraj Tarr (SVK, 18 Feb 1979)",Juraj Tarr,Juraj,Tarr,Men,Slovakia,SVK,18-Feb-1979,,37-184,37,Slovakia,SVK,Europe,,,Rio de Janeiro,Brazil,South America,14,14,4,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 1000m,Men,Seniors,,2,S,Yes,"Tibor Linka (SVK, 13 Feb 1995)",Tibor Linka,Tibor,Linka,Men,Slovakia,SVK,13-Feb-1995,,21-189,21,Slovakia,SVK,Europe,,,Rio de Janeiro,Brazil,South America,14,14,4,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 1000m,Men,Seniors,,3,B,No,Czech Republic,,,,,Czech Republic,,,,27-332,27,Czech Republic,CZE,Europe,3:05.176,185.176,Rio de Janeiro,Brazil,South America,14,14,4,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 1000m,Men,Seniors,,3,B,Yes,"Daniel Havel (CZE, 10 Aug 1991)",Daniel Havel,Daniel,Havel,Men,Czech Republic,CZE,10-Aug-1991,,25-010,25,Czech Republic,CZE,Europe,,,Rio de Janeiro,Brazil,South America,14,14,4,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 1000m,Men,Seniors,,3,B,Yes,"Lukas Trefil (CZE, 21 Sep 1988)",Lukas Trefil,Lukas,Trefil,Men,Czech Republic,CZE,21-Sep-1988,,27-334,27,Czech Republic,CZE,Europe,,,Rio de Janeiro,Brazil,South America,14,14,4,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 1000m,Men,Seniors,,3,B,Yes,"Josef Dostal (CZE, 03 Mar 1993)",Josef Dostal,Josef,Dostal,Men,Czech Republic,CZE,03-Mar-1993,,23-170,23,Czech Republic,CZE,Europe,,,Rio de Janeiro,Brazil,South America,14,14,4,,1,Yes
20-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K4 1000m,Men,Seniors,,3,B,Yes,"Jan Sterba (CZE, 01 Jun 1981)",Jan Sterba,Jan,Sterba,Men,Czech Republic,CZE,01-Jun-1981,,35-080,35,Czech Republic,CZE,Europe,,,Rio de Janeiro,Brazil,South America,14,14,4,,1,Yes
18-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C1 200m,Men,Seniors,,1,G,No,"Yuriy Cheban (UKR, 05 Jul 1986)",Yuriy Cheban,Yuriy,Cheban,Men,Ukraine,UKR,05-Jul-1986,,30-044,30,Ukraine,UKR,Europe,39.279,39.279,Rio de Janeiro,Brazil,South America,25,25,6,,1,Yes
18-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C1 200m,Men,Seniors,,2,S,No,"Valentin Demyanenko (AZE, 23 Oct 1983)",Valentin Demyanenko,Valentin,Demyanenko,Men,Azerbaijan,AZE,23-Oct-1983,,32-300,32,Azerbaijan,AZE,Europe,39.493,39.493,Rio de Janeiro,Brazil,South America,25,25,6,,1,Yes
18-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C1 200m,Men,Seniors,,3,B,No,"Isaquias Queiroz Dos Santos (BRA, 03 Jan 1994)",Isaquias Queiroz Dos Santos,Isaquias,Queiroz Dos Santos,Men,Brazil,BRA,03-Jan-1994,,22-228,22,Brazil,BRA,South America,39.628,39.628,Rio de Janeiro,Brazil,South America,25,25,6,,1,Yes
18-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K1 500m,Women,Seniors,,1,G,No,"Danusia Kozák (HUN, 11 Jan 1987)",Danusia Kozák,Danusia,Kozák,Women,Hungary,HUN,11-Jan-1987,,29-220,29,Hungary,HUN,Europe,1:52.494,112.494,Rio de Janeiro,Brazil,South America,27,27,6,,1,Yes
18-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K1 500m,Women,Seniors,,2,S,No,"Emma Jørgensen (DEN, 30 Jan 1996)",Emma Jørgensen,Emma,Jørgensen,Women,Denmark,DEN,30-Jan-1996,,20-201,20,Denmark,DEN,Europe,1:54.326,114.326,Rio de Janeiro,Brazil,South America,27,27,6,,1,Yes
18-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K1 500m,Women,Seniors,,3,B,No,"Lisa Carrington (NZL, 23 Jun 1989)",Lisa Carrington,Lisa,Carrington,Women,New Zealand,NZL,23-Jun-1989,,27-056,27,New Zealand,NZL,Australia & Oceania,1:54.372,114.372,Rio de Janeiro,Brazil,South America,27,27,6,,1,Yes
18-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 200m,Men,Seniors,,1,G,No,Craviotto / Toro,,,,,Craviotto / Toro,,,,28-017,28,Spain,ESP,Europe,32.075,32.075,Rio de Janeiro,Brazil,South America,13,13,5,,1,Yes
18-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 200m,Men,Seniors,,1,G,Yes,"Saúl Craviotto (ESP, 03 Nov 1984)",Saúl Craviotto,Saúl,Craviotto,Men,Craviotto / Toro,ESP,03-Nov-1984,,31-289,31,Spain,ESP,Europe,,,Rio de Janeiro,Brazil,South America,13,13,5,,1,Yes
18-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 200m,Men,Seniors,,1,G,Yes,"Cristian Toro (ESP, 29 Apr 1992)",Cristian Toro,Cristian,Toro,Men,Craviotto / Toro,ESP,29-Apr-1992,,24-111,24,Spain,ESP,Europe,,,Rio de Janeiro,Brazil,South America,13,13,5,,1,Yes
18-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 200m,Men,Seniors,,2,S,No,Schofield / Heath,,,,,Schofield / Heath,,,,31-234,31,Great Britain,GBR,Europe,32.368,32.368,Rio de Janeiro,Brazil,South America,13,13,5,,1,Yes
18-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 200m,Men,Seniors,,2,S,Yes,"Liam Heath (ENG, 17 Aug 1984)",Liam Heath,Liam,Heath,Men,Schofield / Heath,ENG,17-Aug-1984,,32-001,32,Great Britain,GBR,Europe,,,Rio de Janeiro,Brazil,South America,13,13,5,,1,Yes
18-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 200m,Men,Seniors,,2,S,Yes,"Jon Schofield (ENG, 10 May 1985)",Jon Schofield,Jon,Schofield,Men,Schofield / Heath,ENG,10-May-1985,,31-100,31,Great Britain,GBR,Europe,,,Rio de Janeiro,Brazil,South America,13,13,5,,1,Yes
18-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 200m,Men,Seniors,,3,B,No,Ramanauskas / Lankas,,,,,Ramanauskas / Lankas,,,,30-356,30,Lithuania,LTU,Europe,32.382,32.382,Rio de Janeiro,Brazil,South America,13,13,5,,1,Yes
18-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 200m,Men,Seniors,,3,B,Yes,"Aurimas Lankas (LTU, 07 Sep 1985)",Aurimas Lankas,Aurimas,Lankas,Men,Ramanauskas / Lankas,LTU,07-Sep-1985,,30-346,30,Lithuania,LTU,Europe,,,Rio de Janeiro,Brazil,South America,13,13,5,,1,Yes
18-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 200m,Men,Seniors,,3,B,Yes,"Edvinas Ramanauskas (LTU, 18 Aug 1985)",Edvinas Ramanauskas,Edvinas,Ramanauskas,Men,Ramanauskas / Lankas,LTU,18-Aug-1985,,31-000,31,Lithuania,LTU,Europe,,,Rio de Janeiro,Brazil,South America,13,13,5,,1,Yes
18-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 1000m,Men,Seniors,,1,G,No,Gross / Rendschmidt,,,,,Gross / Rendschmidt,,,,24-287,24,Germany,GER,Europe,3:10.781,190.781,Rio de Janeiro,Brazil,South America,12,12,4,,1,Yes
18-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 1000m,Men,Seniors,,1,G,Yes,"Max Rendschmidt (GER, 12 Dec 1993)",Max Rendschmidt,Max,Rendschmidt,Men,Gross / Rendschmidt,GER,12-Dec-1993,,22-250,22,Germany,GER,Europe,,,Rio de Janeiro,Brazil,South America,12,12,4,,1,Yes
18-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 1000m,Men,Seniors,,1,G,Yes,"Marcus Gross (GER, 28 Sep 1989)",Marcus Gross,Marcus,Gross,Men,Gross / Rendschmidt,GER,28-Sep-1989,,26-325,26,Germany,GER,Europe,,,Rio de Janeiro,Brazil,South America,12,12,4,,1,Yes
18-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 1000m,Men,Seniors,,2,S,No,Tomicevic / Zoric,,,,,Tomicevic / Zoric,,,,26-313,26,Serbia,SRB,Europe,3:10.969,190.969,Rio de Janeiro,Brazil,South America,12,12,4,,1,Yes
18-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 1000m,Men,Seniors,,2,S,Yes,"Marko Tomicevic (SRB, 19 Apr 1990)",Marko Tomicevic,Marko,Tomicevic,Men,Tomicevic / Zoric,SRB,19-Apr-1990,,26-121,26,Serbia,SRB,Europe,,,Rio de Janeiro,Brazil,South America,12,12,4,,1,Yes
18-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 1000m,Men,Seniors,,2,S,Yes,"Milenko Zoric (SRB, 02 Apr 1989)",Milenko Zoric,Milenko,Zoric,Men,Tomicevic / Zoric,SRB,02-Apr-1989,,27-138,27,Serbia,SRB,Europe,,,Rio de Janeiro,Brazil,South America,12,12,4,,1,Yes
18-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 1000m,Men,Seniors,,3,B,No,Wallace / Tame,,,,,Wallace / Tame,,,,30-150,30,Australia,AUS,Australia & Oceania,3:12.593,192.593,Rio de Janeiro,Brazil,South America,12,12,4,,1,Yes
18-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 1000m,Men,Seniors,,3,B,Yes,"Ken Wallace (AUS, 26 Jul 1983)",Ken Wallace,Ken,Wallace,Men,Wallace / Tame,AUS,26-Jul-1983,,33-023,33,Australia,AUS,Australia & Oceania,,,Rio de Janeiro,Brazil,South America,12,12,4,,1,Yes
18-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K2 1000m,Men,Seniors,,3,B,Yes,"Lachlan Tame (AUS, 14 Nov 1988)",Lachlan Tame,Lachlan,Tame,Men,Wallace / Tame,AUS,14-Nov-1988,,27-278,27,Australia,AUS,Australia & Oceania,,,Rio de Janeiro,Brazil,South America,12,12,4,,1,Yes
16-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C1 1000m,Men,Seniors,,1,G,No,"Sebastian Brendel (GER, 12 Mar 1988)",Sebastian Brendel,Sebastian,Brendel,Men,Germany,GER,12-Mar-1988,,28-157,28,Germany,GER,Europe,3:56.926,236.926,Rio de Janeiro,Brazil,South America,19,19,6,,1,Yes
16-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C1 1000m,Men,Seniors,,2,S,No,"Isaquias Queiroz Dos Santos (BRA, 03 Jan 1994)",Isaquias Queiroz Dos Santos,Isaquias,Queiroz Dos Santos,Men,Brazil,BRA,03-Jan-1994,,22-226,22,Brazil,BRA,South America,3:58.529,238.529,Rio de Janeiro,Brazil,South America,19,19,6,,1,Yes
16-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,C1 1000m,Men,Seniors,,3,B,No,"Serhii Tarnovskyi (MDA, 24 Jun 1997)",Serhii Tarnovskyi,Serhii,Tarnovskyi,Men,Moldova,MDA,24-Jun-1997,,19-053,19,Moldova,MDA,Europe,4:00.852,240.852,Rio de Janeiro,Brazil,South America,19,19,6,,1,Yes
16-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K1 200m,Women,Seniors,,1,G,No,"Lisa Carrington (NZL, 23 Jun 1989)",Lisa Carrington,Lisa,Carrington,Women,New Zealand,NZL,23-Jun-1989,,27-054,27,New Zealand,NZL,Australia & Oceania,39.864,39.864,Rio de Janeiro,Brazil,South America,28,28,6,,1,Yes
16-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K1 200m,Women,Seniors,,2,S,No,"Marta Walczykiewicz (POL, 01 Aug 1987)",Marta Walczykiewicz,Marta,Walczykiewicz,Women,Poland,POL,01-Aug-1987,,29-015,29,Poland,POL,Europe,40.279,40.279,Rio de Janeiro,Brazil,South America,28,28,6,,1,Yes
16-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K1 200m,Women,Seniors,,3,B,No,"Inna Osypenko-Radomska (AZE, 20 Sep 1982)",Inna Osypenko-Radomska,Inna,Osypenko-Radomska,Women,Azerbaijan,AZE,20-Sep-1982,,33-331,33,Azerbaijan,AZE,Europe,40.401,40.401,Rio de Janeiro,Brazil,South America,28,28,6,,1,Yes
16-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K1 1000m,Men,Seniors,,1,G,No,"Marcus Walz (ESP, 03 Oct 1994)",Marcus Walz,Marcus,Walz,Men,Spain,ESP,03-Oct-1994,,21-318,21,Spain,ESP,Europe,3:31.447,211.447,Rio de Janeiro,Brazil,South America,21,21,5,,1,Yes
16-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K1 1000m,Men,Seniors,,2,S,No,"Josef Dostal (CZE, 03 Mar 1993)",Josef Dostal,Josef,Dostal,Men,Czech Republic,CZE,03-Mar-1993,,23-166,23,Czech Republic,CZE,Europe,3:32.145,212.145,Rio de Janeiro,Brazil,South America,21,21,5,,1,Yes
16-Aug-2016,2016,Olympic Games,Summer Games,Olympic Games,Canoe Sprint,K1 1000m,Men,Seniors,,3,B,No,"Roman Anoshkin (RUS, 31 Aug 1987)",Roman Anoshkin,Roman,Anoshkin,Men,Russia,RUS,31-Aug-1987,,28-351,28,Russia,RUS,Europe,3:33.363,213.363,Rio de Janeiro,Brazil,South America,21,21,5,,1,Yes
