"","Funnel Disciplines","Pinnacle Result","Pinnacle Time","worldsFlag","juniorsFlag","pinnacleFlag","Years Out from Games"
"428","Team Pursuit",1,275.75,TRUE,FALSE,TRUE,2
"429","Team Sprint",3,NA,TRUE,TRUE,TRUE,2
"430","Team Pursuit",4,NA,TRUE,FALSE,TRUE,2
"431","Team Pursuit",11,263.924,FALSE,FALSE,TRUE,4
"432","Sprint",4,NA,FALSE,FALSE,TRUE,4
"433","Team Pursuit",3,NA,TRUE,FALSE,TRUE,1
"434","Team Pursuit",11,NA,TRUE,FALSE,TRUE,1
"435","Team Pursuit",2,239.623,TRUE,FALSE,TRUE,2
"436","Team Pursuit",3,239.821,TRUE,FALSE,TRUE,3
"437","Team Pursuit",5,NA,FALSE,FALSE,TRUE,4
"438","Team Pursuit",7,243.237,TRUE,FALSE,FALSE,4
"439","Team Pursuit",9,247.82,TRUE,FALSE,TRUE,5
"440","Team Pursuit",4,NA,TRUE,FALSE,TRUE,6
"441","Keirin",3,NA,TRUE,FALSE,TRUE,2
"442","Keirin",1,NA,TRUE,FALSE,TRUE,3
"443","Keirin",17,NA,TRUE,FALSE,TRUE,5
"444","Keirin",1,NA,TRUE,TRUE,TRUE,7
"445","Sprint",5,NA,TRUE,FALSE,TRUE,2
"446","Sprint",1,NA,TRUE,FALSE,TRUE,3
"447","Sprint",9,NA,TRUE,FALSE,TRUE,5
"448","Sprint",19,NA,TRUE,FALSE,TRUE,6
"449","Sprint",1,NA,TRUE,TRUE,TRUE,7
"450","Sprint",3,NA,TRUE,FALSE,TRUE,1
"451","Team Sprint",1,49.957,TRUE,FALSE,TRUE,1
"452","Team Pursuit",5,NA,TRUE,FALSE,TRUE,2
"453","Team Pursuit",10,NA,FALSE,FALSE,TRUE,4
"454","Madison",4,13,FALSE,FALSE,TRUE,4
"455","Team Pursuit",1,NA,TRUE,FALSE,TRUE,1
"456","Team Pursuit",2,NA,TRUE,FALSE,TRUE,2
"457","Team Pursuit",9,NA,FALSE,FALSE,TRUE,4
"458","Team Pursuit",4,NA,TRUE,FALSE,TRUE,5
"459","Team Sprint",1,43.433,TRUE,FALSE,TRUE,2
"460","Team Sprint",3,NA,TRUE,FALSE,TRUE,3
"461","Team Sprint",3,44.24,TRUE,FALSE,TRUE,5
"462","Team Sprint",5,45.05,TRUE,FALSE,TRUE,6
"463","Team Pursuit",1,237.832,TRUE,FALSE,TRUE,1
"464","Team Pursuit",1,235.654,TRUE,FALSE,TRUE,2
"465","Team Pursuit",2,238.863,TRUE,FALSE,TRUE,3
"466","Team Pursuit",1,NA,TRUE,TRUE,FALSE,4
"467","Keirin",3,NA,TRUE,FALSE,TRUE,1
"468","Keirin",9,NA,TRUE,FALSE,TRUE,2
"469","Keirin",8,NA,TRUE,FALSE,TRUE,3
"470","Keirin",16,NA,FALSE,FALSE,TRUE,4
"471","Keirin",8,NA,TRUE,FALSE,TRUE,6
"472","Keirin",1,11.03,TRUE,FALSE,TRUE,3
"473","Team Pursuit",4,246.591,TRUE,FALSE,TRUE,1
"474","Team Pursuit",5,247.53,TRUE,FALSE,TRUE,2
"475","Team Sprint",2,NA,TRUE,FALSE,TRUE,1
"476","Team Sprint",1,42.84,TRUE,FALSE,TRUE,2
"477","Team Sprint",2,43.544,TRUE,FALSE,TRUE,3
"478","Team Sprint",3,43.812,TRUE,FALSE,FALSE,4
"479","Team Sprint",6,45.032,TRUE,FALSE,TRUE,5
"480","Team Sprint",5,NA,TRUE,FALSE,TRUE,6
"481","Team Sprint",1,60.236,TRUE,TRUE,TRUE,7
"482","Team Sprint",4,NA,TRUE,TRUE,FALSE,8
"483","Team Pursuit",1,NA,TRUE,TRUE,TRUE,2
"484","Team Pursuit",1,246.182,TRUE,TRUE,TRUE,3
"485","Omnium",2,31,TRUE,FALSE,TRUE,1
"486","Omnium",5,32,TRUE,FALSE,TRUE,2
"487","Team Pursuit",2,205.308,TRUE,FALSE,TRUE,1
"488","Team Pursuit",4,204.571,TRUE,FALSE,TRUE,2
"489","Madison",2,NA,TRUE,FALSE,FALSE,4
"490","Team Sprint",3,NA,TRUE,FALSE,TRUE,3
"491","Team Pursuit",4,NA,TRUE,FALSE,TRUE,1
"492","Team Pursuit",4,NA,TRUE,FALSE,TRUE,1
"493","Team Pursuit",1,NA,TRUE,FALSE,TRUE,2
"494","Team Pursuit",2,NA,TRUE,FALSE,TRUE,3
"495","Team Pursuit",7,NA,FALSE,FALSE,TRUE,4
"496","Team Pursuit",7,249.17,TRUE,FALSE,TRUE,1
"497","Team Pursuit",8,NA,TRUE,FALSE,TRUE,3
"498","Team Pursuit",5,NA,TRUE,FALSE,FALSE,4
"499","Sprint",6,NA,TRUE,FALSE,TRUE,1
"500","Sprint",2,NA,TRUE,FALSE,TRUE,2
"501","Sprint",4,NA,TRUE,FALSE,TRUE,3
"502","Sprint",12,NA,TRUE,FALSE,FALSE,4
"503","Sprint",17,NA,TRUE,FALSE,TRUE,5
"504","Team Pursuit",4,NA,TRUE,FALSE,TRUE,3
"505","Madison",2,NA,TRUE,FALSE,TRUE,2
"506","Madison",2,NA,TRUE,FALSE,TRUE,3
"507","Madison",1,NA,TRUE,FALSE,FALSE,4
"508","Madison",1,NA,TRUE,FALSE,TRUE,5
"509","Keirin",13,NA,TRUE,FALSE,TRUE,1
"510","Keirin",9,NA,TRUE,FALSE,TRUE,2
"511","Keirin",17,NA,TRUE,FALSE,TRUE,3
"512","Team Sprint",5,NA,TRUE,FALSE,TRUE,3
"513","Team Sprint",7,NA,FALSE,FALSE,TRUE,4
"514","Team Sprint",3,NA,TRUE,FALSE,TRUE,5
"515","Team Sprint",3,NA,TRUE,FALSE,TRUE,6
"516","Team Pursuit",1,NA,TRUE,FALSE,TRUE,1
"517","Team Pursuit",1,240.362,TRUE,FALSE,TRUE,2
"518","Team Pursuit",3,242.781,TRUE,FALSE,TRUE,1
"519","Team Pursuit",2,235.806,TRUE,FALSE,TRUE,2
"520","Team Pursuit",4,NA,TRUE,FALSE,TRUE,3
"521","Team Pursuit",3,NA,TRUE,TRUE,TRUE,6
"522","Sprint",7,NA,TRUE,FALSE,TRUE,1
"523","Team Pursuit",6,207.255,TRUE,FALSE,TRUE,1
"524","Team Pursuit",6,206.132,TRUE,FALSE,TRUE,2
"525","Keirin",3,NA,TRUE,FALSE,TRUE,1
"526","Keirin",4,NA,TRUE,FALSE,TRUE,2
"527","Keirin",3,NA,TRUE,FALSE,TRUE,3
"528","Keirin",21,NA,FALSE,FALSE,TRUE,4
"529","Keirin",2,NA,TRUE,FALSE,FALSE,4
"530","Keirin",5,NA,TRUE,FALSE,TRUE,5
"531","Keirin",5,NA,TRUE,FALSE,TRUE,6
"532","Keirin",1,NA,TRUE,FALSE,TRUE,7
"533","Keirin",16,NA,FALSE,FALSE,TRUE,8
"534","Keirin",6,NA,TRUE,FALSE,FALSE,8
"535","Team Pursuit",2,277.71,TRUE,FALSE,TRUE,1
"536","Team Pursuit",2,278.68,TRUE,FALSE,TRUE,2
"537","Team Pursuit",1,NA,TRUE,FALSE,TRUE,1
"538","Team Pursuit",3,NA,TRUE,FALSE,TRUE,2
"539","Team Pursuit",1,NA,TRUE,FALSE,TRUE,3
"540","Team Sprint",7,51.369,TRUE,FALSE,TRUE,1
"541","Team Sprint",7,NA,TRUE,FALSE,TRUE,3
"542","Team Sprint",4,NA,TRUE,FALSE,FALSE,4
"543","Team Sprint",5,NA,FALSE,FALSE,TRUE,4
"544","Team Sprint",7,51.369,TRUE,FALSE,TRUE,1
"545","Team Sprint",4,NA,TRUE,FALSE,FALSE,4
"546","Team Sprint",6,NA,TRUE,FALSE,TRUE,5
"547","Sprint",5,NA,FALSE,FALSE,TRUE,4
"548","Team Pursuit",2,277.71,TRUE,FALSE,TRUE,1
"549","Team Pursuit",3,NA,TRUE,FALSE,TRUE,3
"550","Sprint",1,NA,TRUE,FALSE,TRUE,1
"551","Sprint",2,NA,TRUE,FALSE,TRUE,2
"552","Sprint",1,NA,TRUE,FALSE,TRUE,3
"553","Sprint",9,NA,FALSE,FALSE,TRUE,4
"554","Sprint",4,NA,TRUE,FALSE,FALSE,4
"555","Sprint",4,NA,TRUE,FALSE,TRUE,5
"556","Keirin",7,NA,TRUE,FALSE,TRUE,1
"557","Keirin",2,NA,TRUE,FALSE,TRUE,2
"558","Keirin",11,NA,TRUE,FALSE,TRUE,3
"559","Keirin",2,NA,TRUE,FALSE,FALSE,4
"560","Keirin",1,NA,TRUE,FALSE,TRUE,5
"561","Keirin",10,NA,TRUE,FALSE,TRUE,7
"562","Team Pursuit",1,NA,TRUE,FALSE,TRUE,2
"563","Madison",6,4,TRUE,FALSE,TRUE,1
"564","Madison",3,9,TRUE,FALSE,TRUE,2
"565","Madison",13,0,TRUE,FALSE,TRUE,3
"566","Madison",9,5,FALSE,FALSE,TRUE,4
"567","Madison",1,NA,TRUE,FALSE,FALSE,4
"568","Madison",3,NA,TRUE,FALSE,TRUE,5
"569","Team Pursuit",4,246.591,TRUE,FALSE,TRUE,1
"570","Team Pursuit",2,251.33,TRUE,TRUE,TRUE,2
"571","Team Sprint",1,32.034,TRUE,FALSE,TRUE,1
"572","Team Sprint",2,33.239,TRUE,FALSE,TRUE,2
"573","Team Sprint",4,46.548,TRUE,TRUE,TRUE,7
