"","Funnel Disciplines","Gender","Pinnacle Result","Pinnacle Time","worldsFlag","juniorsFlag","pinnacleFlag","Years Out from Games"
"440","K1 500m","Women",2,116.722,TRUE,FALSE,TRUE,2
"441","K1 500m","Women",5,122.755,TRUE,FALSE,TRUE,3
"442","K1 500m","Women",7,110.811,FALSE,FALSE,TRUE,4
"443","K1 500m","Women",4,115.483,TRUE,FALSE,TRUE,5
"444","K1 500m","Women",1,113.59,TRUE,FALSE,TRUE,9
"445","K1 500m","Women",3,117.96,TRUE,FALSE,TRUE,10
"446","K4 500m","Women",2,94.703,TRUE,FALSE,TRUE,1
"447","K4 500m","Women",1,97.14,TRUE,FALSE,TRUE,3
"448","K1 500m","Women",3,109.399,TRUE,FALSE,TRUE,1
"449","K1 500m","Women",4,112.557,FALSE,FALSE,TRUE,4
"450","K1 500m","Women",7,113.379,TRUE,FALSE,TRUE,5
"451","K1 500m","Women",4,115.953,TRUE,FALSE,TRUE,7
"452","K2 1000m","Men",1,195.46,TRUE,FALSE,TRUE,1
"453","K2 1000m","Men",1,195.77,TRUE,FALSE,TRUE,2
"454","K2 1000m","Men",1,191.62,TRUE,FALSE,TRUE,3
"455","K2 500m","Men",2,92.04,TRUE,FALSE,TRUE,1
"456","K2 500m","Men",3,95.05,TRUE,FALSE,TRUE,2
"457","K2 500m","Men",1,91.58,TRUE,FALSE,TRUE,3
"458","K2 500m","Men",7,96.49,FALSE,FALSE,TRUE,4
"459","K1 1000m","Men",4,222.319,TRUE,FALSE,TRUE,1
"460","K1 1000m","Men",5,221.243,TRUE,FALSE,TRUE,2
"461","K2 1000m","Men",2,191.132,TRUE,FALSE,TRUE,1
"462","K2 1000m","Men",2,NA,TRUE,FALSE,TRUE,2
"463","K2 1000m","Men",4,NA,FALSE,FALSE,TRUE,4
"464","K2 1000m","Men",12,NA,TRUE,FALSE,TRUE,1
"465","K2 1000m","Men",5,NA,TRUE,FALSE,TRUE,6
"466","K2 1000m","Men",5,199.487,TRUE,FALSE,TRUE,7
"467","K4 500m","Women",1,91.632,TRUE,FALSE,TRUE,1
"468","K4 500m","Women",1,95.724,TRUE,FALSE,TRUE,2
"469","K4 500m","Women",1,96.083,TRUE,FALSE,TRUE,3
"470","K2 500m","Women",1,NA,TRUE,FALSE,TRUE,6
"471","K1 1000m","Men",1,215.19,TRUE,FALSE,TRUE,1
"472","K1 1000m","Men",1,213.18,TRUE,FALSE,TRUE,2
"473","K1 500m","Men",2,102.49,TRUE,FALSE,TRUE,1
"474","K2 1000m","Men",6,200.71,FALSE,FALSE,TRUE,8
"475","K2 1000m","Men",3,209.728,TRUE,FALSE,TRUE,2
"476","K4 500m","Women",2,97.951,TRUE,FALSE,TRUE,5
"477","K4 500m","Women",1,91.763,TRUE,FALSE,TRUE,6
"478","K2 1000m","Men",2,191.132,TRUE,FALSE,TRUE,1
"479","K2 1000m","Men",2,NA,TRUE,FALSE,TRUE,2
"480","K2 500m","Men",3,NA,TRUE,FALSE,TRUE,1
"481","C1 1000m","Men",7,298.66,TRUE,FALSE,TRUE,1
"482","C1 1000m","Men",4,270.47,TRUE,FALSE,TRUE,2
"483","K1 500m","Men",8,122.88,TRUE,FALSE,TRUE,1
"484","K1 500m","Men",3,106.01,TRUE,FALSE,TRUE,2
"485","K1 500m","Men",3,111.67,TRUE,FALSE,TRUE,3
"486","K2 500m","Men",7,112.78,TRUE,FALSE,TRUE,1
"487","K2 1000m","Men",1,NA,TRUE,FALSE,TRUE,2
"488","C2 1000m","Men",4,238.59,TRUE,FALSE,TRUE,2
"489","C2 500m","Men",6,113.21,TRUE,FALSE,TRUE,1
"490","C2 500m","Men",1,NA,TRUE,FALSE,TRUE,2
"491","C2 500m","Men",1,NA,TRUE,FALSE,TRUE,3
"492","C2 500m","Men",3,101.136,TRUE,FALSE,TRUE,1
"493","C2 500m","Men",1,103.467,TRUE,FALSE,TRUE,2
"494","C2 1000m","Men",2,221.72,TRUE,FALSE,TRUE,1
"495","C2 1000m","Men",6,242.97,TRUE,FALSE,TRUE,2
"496","C2 1000m","Men",5,222.828,TRUE,FALSE,TRUE,3
"497","K1 200m","Women",1,39.998,TRUE,FALSE,TRUE,1
"498","K1 500m","Women",1,109.398,TRUE,FALSE,TRUE,1
"499","K1 500m","Women",2,109.79,TRUE,FALSE,TRUE,2
"500","K1 500m","Women",3,118.619,TRUE,FALSE,TRUE,3
"501","K1 500m","Women",17,123.922,TRUE,TRUE,TRUE,9
"502","K4 500m","Women",6,99.777,TRUE,FALSE,TRUE,1
"503","K4 500m","Women",6,98.116,FALSE,FALSE,TRUE,4
"504","K4 500m","Women",5,NA,TRUE,FALSE,TRUE,6
"505","C1 1000m","Men",2,263.7,TRUE,FALSE,TRUE,1
"506","K4 500m","Women",6,99.777,TRUE,FALSE,TRUE,1
"507","K4 500m","Women",6,95.945,TRUE,FALSE,TRUE,2
"508","K1 500m","Women",2,NA,TRUE,FALSE,TRUE,1
"509","K2 500m","Women",2,NA,TRUE,FALSE,TRUE,5
"510","K2 500m","Men",5,93.41,TRUE,FALSE,TRUE,1
"511","K2 500m","Men",6,96.37,TRUE,FALSE,TRUE,2
"512","K2 500m","Men",3,92.53,TRUE,FALSE,TRUE,3
"513","K2 500m","Men",6,96.22,FALSE,FALSE,TRUE,4
"514","K4 500m","Women",5,94.559,TRUE,FALSE,TRUE,1
"515","K4 500m","Women",2,97.171,TRUE,FALSE,TRUE,2
"516","K4 500m","Women",1,96.003,TRUE,FALSE,TRUE,1
"517","C2 1000m","Men",2,226.03,TRUE,FALSE,TRUE,1
"518","K2 1000m","Men",1,190.175,TRUE,FALSE,TRUE,1
"519","K2 1000m","Men",4,190.529,TRUE,FALSE,TRUE,2
"520","K2 1000m","Men",1,202.331,TRUE,FALSE,TRUE,3
"521","K1 1000m","Men",8,216.724,TRUE,FALSE,TRUE,3
"522","C2 1000m","Men",2,227.58,TRUE,FALSE,TRUE,1
"523","C2 1000m","Men",2,217.61,TRUE,FALSE,TRUE,2
"524","C2 1000m","Men",3,219.64,TRUE,FALSE,TRUE,3
"525","C2 1000m","Men",6,233.01,FALSE,FALSE,TRUE,8
"526","C2 500m","Men",1,102.11,TRUE,FALSE,TRUE,1
"527","C2 500m","Men",6,112.01,TRUE,FALSE,TRUE,2
"528","C2 500m","Men",2,103.28,TRUE,FALSE,TRUE,3
"529","C2 500m","Men",4,102.8,TRUE,FALSE,TRUE,6
"530","C2 1000m","Men",2,227.58,TRUE,FALSE,TRUE,1
"531","C2 1000m","Men",2,217.61,TRUE,FALSE,TRUE,2
"532","C2 1000m","Men",3,219.64,TRUE,FALSE,TRUE,3
"533","C2 1000m","Men",4,257.65,TRUE,FALSE,TRUE,5
"534","C2 1000m","Men",5,225.37,TRUE,FALSE,TRUE,7
"535","C2 1000m","Men",8,247.74,TRUE,FALSE,TRUE,9
"536","C2 500m","Men",1,102.11,TRUE,FALSE,TRUE,1
"537","C2 500m","Men",6,112.01,TRUE,FALSE,TRUE,2
"538","C2 500m","Men",2,103.28,TRUE,FALSE,TRUE,3
"539","C2 500m","Men",8,126.59,TRUE,FALSE,TRUE,5
"540","C2 500m","Men",4,108.53,TRUE,FALSE,TRUE,7
"541","C2 500m","Men",3,112.22,TRUE,FALSE,TRUE,9
"542","K4 500m","Women",1,93.953,TRUE,FALSE,TRUE,1
"543","K4 500m","Women",3,89.585,TRUE,FALSE,TRUE,2
"544","K4 500m","Women",3,93.642,TRUE,FALSE,TRUE,3
"545","K4 500m","Women",5,99.5,TRUE,FALSE,TRUE,1
"546","K4 500m","Women",3,108.16,TRUE,FALSE,TRUE,1
"547","K4 500m","Women",6,100.92,TRUE,FALSE,TRUE,2
"548","K4 500m","Women",5,102.06,TRUE,FALSE,TRUE,3
"549","K2 500m","Women",3,NA,TRUE,FALSE,TRUE,6
"550","K4 500m","Women",7,96.592,TRUE,FALSE,TRUE,1
"551","K4 500m","Women",5,105.871,TRUE,FALSE,TRUE,2
"552","K4 500m","Women",7,101.06,TRUE,FALSE,TRUE,3
"553","K2 500m","Women",3,101.719,TRUE,FALSE,TRUE,1
"554","K2 500m","Women",4,103.516,TRUE,FALSE,TRUE,2
"555","K2 500m","Women",3,102.974,TRUE,FALSE,TRUE,3
"556","K2 500m","Women",10,105.626,FALSE,FALSE,TRUE,4
"557","K2 500m","Women",1,NA,TRUE,FALSE,TRUE,2
"558","K1 200m","Men",6,35.514,TRUE,FALSE,TRUE,1
"559","K1 200m","Men",13,39.059,TRUE,FALSE,TRUE,3
"560","C1 1000m","Men",5,250.707,TRUE,FALSE,TRUE,1
"561","C1 1000m","Men",8,241.009,TRUE,FALSE,TRUE,2
"562","C1 1000m","Men",4,240.514,TRUE,FALSE,TRUE,3
"563","C1 1000m","Men",9,269.049,TRUE,FALSE,TRUE,5
"564","K2 1000m","Men",3,191.502,TRUE,FALSE,TRUE,1
"565","K2 1000m","Men",3,189.857,TRUE,FALSE,TRUE,2
"566","K2 1000m","Men",4,194.942,TRUE,FALSE,TRUE,1
"567","K2 1000m","Men",5,212.56,TRUE,FALSE,TRUE,2
"568","K2 1000m","Men",5,195.053,TRUE,FALSE,TRUE,3
"569","K2 1000m","Men",8,194.182,FALSE,FALSE,TRUE,4
"570","K1 200m","Women",2,40.7,TRUE,FALSE,TRUE,1
"571","K1 200m","Women",2,38.814,TRUE,FALSE,TRUE,2
"572","K1 200m","Women",2,39.712,TRUE,FALSE,TRUE,3
"573","K1 200m","Women",5,45.5,FALSE,FALSE,TRUE,4
"574","K1 200m","Women",2,40.472,TRUE,FALSE,TRUE,5
"575","K1 200m","Women",7,41.409,TRUE,FALSE,TRUE,6
"576","K1 200m","Women",2,41.209,TRUE,FALSE,TRUE,7
"577","C1 1000m","Men",2,244.76,TRUE,FALSE,TRUE,1
"578","C1 1000m","Men",4,250.428,TRUE,FALSE,TRUE,2
"579","C1 1000m","Men",5,257.26,TRUE,FALSE,TRUE,3
"580","C2 500m","Men",7,104.4,TRUE,FALSE,TRUE,1
"581","K2 500m","Women",2,114.32,TRUE,FALSE,TRUE,1
"582","K2 500m","Women",1,NA,TRUE,FALSE,TRUE,2
"583","K2 500m","Women",1,NA,TRUE,FALSE,TRUE,3
"584","K4 500m","Women",3,97.887,TRUE,FALSE,TRUE,1
"585","K4 500m","Women",14,97.486,TRUE,FALSE,TRUE,2
"586","C2 1000m","Men",3,257.47,TRUE,FALSE,TRUE,1
"587","C2 1000m","Men",2,242.75,TRUE,FALSE,TRUE,2
"588","C2 1000m","Men",4,231.3,FALSE,FALSE,TRUE,4
"589","C2 500m","Men",1,118,TRUE,FALSE,TRUE,1
"590","C2 500m","Men",1,100.8,TRUE,FALSE,TRUE,2
"591","K1 1000m","Men",4,220.472,TRUE,FALSE,TRUE,1
"592","K1 1000m","Men",1,209.544,TRUE,FALSE,TRUE,2
"593","K1 1000m","Men",1,209.425,TRUE,FALSE,TRUE,3
"594","K1 1000m","Men",5,209.391,FALSE,FALSE,TRUE,4
"595","K1 1000m","Men",10,226.611,TRUE,FALSE,TRUE,5
"596","K2 1000m","Men",1,190.175,TRUE,FALSE,TRUE,1
"597","K2 1000m","Men",4,190.529,TRUE,FALSE,TRUE,2
"598","K2 1000m","Men",1,202.331,TRUE,FALSE,TRUE,3
"599","K2 1000m","Men",1,197.63,TRUE,TRUE,TRUE,5
"600","K1 200m","Men",2,34.993,TRUE,FALSE,TRUE,1
"601","K1 200m","Men",4,36.688,FALSE,FALSE,TRUE,4
"602","K1 200m","Men",4,35.25,TRUE,FALSE,TRUE,5
"603","K1 200m","Men",15,36.557,TRUE,FALSE,TRUE,6
"604","K1 500m","Men",2,103.698,TRUE,FALSE,TRUE,2
"605","K1 500m","Men",8,109.131,TRUE,FALSE,TRUE,3
"606","K2 1000m","Men",2,NA,TRUE,FALSE,TRUE,2
"607","K1 500m","Women",2,NA,TRUE,FALSE,TRUE,1
"608","K1 500m","Women",2,NA,TRUE,FALSE,TRUE,2
"609","K1 500m","Women",8,138.38,FALSE,FALSE,TRUE,4
"610","C2 1000m","Men",2,NA,TRUE,FALSE,TRUE,5
"611","K1 500m","Men",7,103.55,TRUE,FALSE,TRUE,1
"612","K1 500m","Men",8,105.77,TRUE,FALSE,TRUE,2
"613","K1 1000m","Men",8,245.6,TRUE,FALSE,TRUE,1
"614","K1 1000m","Men",5,243.82,TRUE,FALSE,TRUE,2
"615","K1 1000m","Men",7,233.5,FALSE,FALSE,TRUE,4
"616","K1 1000m","Men",7,249.27,TRUE,FALSE,TRUE,5
"617","K1 1000m","Men",2,NA,TRUE,FALSE,TRUE,6
"618","K2 1000m","Men",3,191.502,TRUE,FALSE,TRUE,1
"619","K2 1000m","Men",4,200.8,TRUE,FALSE,TRUE,1
"620","K2 1000m","Men",8,202.77,TRUE,FALSE,TRUE,5
"621","C2 1000m","Men",3,257.47,TRUE,FALSE,TRUE,1
"622","C2 1000m","Men",2,242.75,TRUE,FALSE,TRUE,2
"623","C2 1000m","Men",4,231.3,FALSE,FALSE,TRUE,4
"624","C2 500m","Men",1,118,TRUE,FALSE,TRUE,1
"625","C2 500m","Men",1,100.8,TRUE,FALSE,TRUE,2
"626","K4 500m","Women",3,97.887,TRUE,FALSE,TRUE,1
"627","K4 500m","Women",14,97.486,TRUE,FALSE,TRUE,2
"628","K4 500m","Women",10,100.265,TRUE,TRUE,TRUE,5
"629","C2 500m","Men",7,108.18,FALSE,FALSE,TRUE,4
"630","K4 500m","Women",3,108.16,TRUE,FALSE,TRUE,1
"631","K4 500m","Women",3,105.53,TRUE,FALSE,TRUE,5
"632","K4 500m","Women",3,NA,TRUE,FALSE,TRUE,6
"633","K1 500m","Women",4,136.506,FALSE,FALSE,TRUE,4
"634","K1 500m","Women",7,114.596,TRUE,FALSE,TRUE,5
"635","K4 500m","Women",1,91.763,TRUE,FALSE,TRUE,2
"636","K1 200m","Women",1,40.181,TRUE,FALSE,TRUE,2
"637","K1 200m","Women",1,40.866,TRUE,FALSE,TRUE,3
"638","K1 200m","Women",1,40.835,TRUE,FALSE,TRUE,5
"639","K1 200m","Women",4,41.986,TRUE,FALSE,TRUE,10
"640","K1 500m","Men",1,97.541,TRUE,FALSE,TRUE,1
"641","K1 500m","Men",1,99.901,TRUE,FALSE,TRUE,2
"642","K1 500m","Men",7,103.172,TRUE,FALSE,TRUE,3
"643","K1 500m","Men",10,100.884,FALSE,FALSE,TRUE,4
"644","K2 1000m","Men",6,196.057,TRUE,FALSE,TRUE,1
"645","K2 1000m","Men",2,193.691,TRUE,FALSE,TRUE,2
"646","K2 1000m","Men",1,196.685,TRUE,FALSE,TRUE,3
"647","K2 1000m","Men",9,200.515,FALSE,FALSE,TRUE,4
"648","K2 500m","Women",2,NA,TRUE,FALSE,TRUE,3
"649","K2 1000m","Men",4,205.42,TRUE,FALSE,TRUE,1
"650","K4 500m","Women",5,100.75,TRUE,FALSE,TRUE,1
"651","K4 500m","Women",4,96.22,TRUE,FALSE,TRUE,2
"652","K4 500m","Women",6,110.19,TRUE,FALSE,TRUE,5
"653","K4 500m","Women",8,101.62,TRUE,FALSE,TRUE,6
"654","K4 500m","Women",7,94.863,TRUE,FALSE,TRUE,1
"655","K4 500m","Women",8,NA,TRUE,FALSE,TRUE,2
"656","K4 500m","Women",5,97.544,FALSE,FALSE,TRUE,4
"657","K4 500m","Women",5,96.155,TRUE,FALSE,TRUE,5
"658","C2 1000m","Men",2,224.43,TRUE,FALSE,TRUE,1
"659","C2 1000m","Men",6,222.64,TRUE,FALSE,TRUE,2
"660","C2 1000m","Men",2,217.6,TRUE,FALSE,TRUE,3
"661","K2 1000m","Men",7,237.35,TRUE,FALSE,TRUE,1
"662","K2 500m","Men",6,112.51,TRUE,FALSE,TRUE,1
"663","K2 500m","Men",2,93.94,TRUE,FALSE,TRUE,2
"664","K1 500m","Men",1,101.7,TRUE,FALSE,TRUE,1
"665","K2 1000m","Men",1,202.71,TRUE,FALSE,TRUE,1
"666","C2 500m","Men",1,103.553,TRUE,FALSE,TRUE,1
"667","C2 500m","Men",2,107.161,TRUE,FALSE,TRUE,2
"668","C2 500m","Men",2,109.587,TRUE,FALSE,TRUE,3
"669","C2 500m","Men",13,104.793,FALSE,FALSE,TRUE,4
"670","K2 500m","Men",7,112.78,TRUE,FALSE,TRUE,1
"671","K1 1000m","Men",8,219.569,TRUE,FALSE,TRUE,1
"672","K1 500m","Men",2,99.729,TRUE,FALSE,TRUE,1
"673","K1 500m","Men",7,108.337,TRUE,FALSE,TRUE,3
"674","K1 500m","Men",16,102.379,FALSE,FALSE,TRUE,4
"675","C2 1000m","Men",5,223.375,TRUE,TRUE,TRUE,3
"676","K2 500m","Women",2,NA,TRUE,FALSE,TRUE,1
"677","K2 500m","Women",3,NA,TRUE,FALSE,TRUE,2
"678","C2 500m","Men",1,110.19,TRUE,FALSE,TRUE,1
"679","C2 500m","Men",5,103.79,TRUE,FALSE,TRUE,1
"680","K1 500m","Men",1,100.135,TRUE,FALSE,TRUE,1
"681","K2 500m","Men",3,NA,TRUE,FALSE,TRUE,1
"682","K4 500m","Women",7,96.592,TRUE,FALSE,TRUE,1
"683","K4 500m","Women",5,105.871,TRUE,FALSE,TRUE,2
"684","K4 500m","Women",7,101.06,TRUE,FALSE,TRUE,3
"685","K4 500m","Women",11,100.088,FALSE,FALSE,TRUE,4
"686","K2 500m","Men",2,88.954,TRUE,FALSE,TRUE,1
"687","K4 500m","Women",1,95.1,TRUE,FALSE,TRUE,1
"688","K2 500m","Women",1,103.21,TRUE,FALSE,TRUE,1
"689","K2 500m","Women",1,106.92,TRUE,FALSE,TRUE,2
"690","K2 500m","Women",1,103.17,TRUE,FALSE,TRUE,3
"691","K2 1000m","Men",12,NA,TRUE,FALSE,TRUE,1
"692","K4 500m","Women",2,98.66,TRUE,FALSE,TRUE,1
"693","K4 500m","Women",1,93.82,TRUE,FALSE,TRUE,2
"694","K4 500m","Women",3,97.41,TRUE,FALSE,TRUE,3
"695","K1 500m","Women",2,113.79,TRUE,FALSE,TRUE,1
"696","K1 500m","Women",4,117.58,FALSE,FALSE,TRUE,4
"697","K1 500m","Women",4,120.49,TRUE,FALSE,TRUE,5
"698","K2 500m","Women",5,105.1,TRUE,FALSE,TRUE,5
"699","K2 500m","Women",2,106.52,TRUE,FALSE,TRUE,7
"700","K2 1000m","Men",6,202.588,TRUE,FALSE,TRUE,1
"701","K2 1000m","Men",4,196.837,TRUE,FALSE,TRUE,3
"702","K2 1000m","Men",1,198.692,TRUE,FALSE,TRUE,7
"703","K2 500m","Men",6,93.441,TRUE,FALSE,TRUE,1
"704","K1 200m","Men",8,37.553,FALSE,FALSE,TRUE,4
"705","K1 200m","Men",3,35.118,TRUE,FALSE,TRUE,5
"706","K1 200m","Men",2,35.155,TRUE,FALSE,TRUE,6
"707","K1 200m","Men",1,35.134,TRUE,FALSE,TRUE,7
"708","K1 200m","Men",1,35.2,TRUE,FALSE,TRUE,10
"709","K2 500m","Women",1,NA,TRUE,FALSE,TRUE,1
"710","K1 1000m","Men",3,NA,TRUE,FALSE,TRUE,1
"711","K2 500m","Men",2,99,TRUE,FALSE,TRUE,1
"712","K2 500m","Men",1,NA,TRUE,FALSE,TRUE,2
"713","K2 1000m","Men",6,202.588,TRUE,FALSE,TRUE,1
"714","K4 500m","Women",1,94.242,TRUE,FALSE,TRUE,3
"715","K4 500m","Women",7,96.592,TRUE,FALSE,TRUE,1
"716","K4 500m","Women",5,105.871,TRUE,FALSE,TRUE,2
"717","K4 500m","Women",7,101.06,TRUE,FALSE,TRUE,3
"718","K4 500m","Women",11,100.088,FALSE,FALSE,TRUE,4
"719","K4 500m","Women",5,98.452,TRUE,FALSE,TRUE,6
"720","K4 500m","Women",6,102.3,TRUE,FALSE,TRUE,7
"721","K4 500m","Women",4,101.02,FALSE,FALSE,TRUE,8
"722","K4 500m","Women",4,99.34,TRUE,FALSE,TRUE,9
"723","K4 500m","Women",4,98.24,TRUE,FALSE,TRUE,10
"724","C1 1000m","Men",41,NA,TRUE,FALSE,TRUE,1
"725","C1 1000m","Men",3,233.837,TRUE,FALSE,TRUE,2
"726","C1 1000m","Men",3,240.215,TRUE,FALSE,TRUE,3
"727","K2 1000m","Men",3,217.47,TRUE,FALSE,TRUE,1
"728","K2 1000m","Men",1,NA,TRUE,FALSE,TRUE,2
"729","K2 500m","Men",1,97.57,TRUE,FALSE,TRUE,1
"730","K2 500m","Men",3,NA,TRUE,FALSE,TRUE,2
"731","C2 500m","Men",10,NA,TRUE,FALSE,TRUE,1
"732","C2 500m","Men",1,101.52,TRUE,FALSE,TRUE,2
"733","C2 500m","Men",3,104.28,TRUE,FALSE,TRUE,6
"734","C2 1000m","Men",1,NA,TRUE,FALSE,TRUE,2
"735","C1 1000m","Men",3,231.583,TRUE,FALSE,TRUE,1
"736","C1 1000m","Men",1,233.864,TRUE,TRUE,TRUE,1
"737","C1 1000m","Men",2,234.062,TRUE,TRUE,TRUE,2
"738","C2 1000m","Men",4,238.59,TRUE,FALSE,TRUE,2
"739","C1 1000m","Men",1,246.725,TRUE,FALSE,TRUE,2
"740","C1 1000m","Men",6,241.378,TRUE,FALSE,TRUE,3
"741","C1 1000m","Men",4,257.03,TRUE,FALSE,TRUE,7
"742","C1 1000m","Men",9,257.12,FALSE,FALSE,TRUE,8
"743","K2 500m","Women",7,124.35,TRUE,FALSE,TRUE,1
"744","K2 500m","Women",5,122.1,TRUE,FALSE,TRUE,2
"745","K2 500m","Women",6,111.21,TRUE,FALSE,TRUE,3
"746","K2 500m","Women",8,116.75,FALSE,FALSE,TRUE,8
"747","K4 500m","Women",5,100.11,TRUE,FALSE,TRUE,2
"748","K4 500m","Women",6,102.74,TRUE,FALSE,TRUE,3
"749","K4 500m","Women",6,107.66,TRUE,FALSE,TRUE,5
"750","K4 500m","Women",4,108.87,TRUE,FALSE,TRUE,1
"751","K4 500m","Women",4,98.55,TRUE,FALSE,TRUE,2
"752","K4 500m","Women",3,100.94,TRUE,FALSE,TRUE,3
"753","K2 500m","Women",3,119.88,TRUE,FALSE,TRUE,9
"754","K4 500m","Women",5,99.5,TRUE,FALSE,TRUE,1
"755","K4 500m","Women",5,98.5,TRUE,FALSE,TRUE,2
"756","K1 500m","Women",1,NA,TRUE,FALSE,TRUE,2
"757","K1 500m","Women",6,158.4,FALSE,FALSE,TRUE,4
"758","K2 500m","Women",3,103.568,TRUE,FALSE,TRUE,1
"759","K4 500m","Women",1,93.993,TRUE,FALSE,TRUE,1
"760","K4 500m","Women",2,103.991,TRUE,FALSE,TRUE,2
"761","K4 500m","Women",2,97.967,TRUE,FALSE,TRUE,3
"762","K4 500m","Women",1,91.607,TRUE,FALSE,TRUE,6
"763","K4 500m","Women",1,95.47,TRUE,TRUE,TRUE,9
"764","C1 1000m","Men",2,NA,TRUE,FALSE,TRUE,6
"765","C2 1000m","Men",1,219.228,TRUE,FALSE,TRUE,1
"766","C2 1000m","Men",3,221.041,TRUE,TRUE,TRUE,3
"767","K4 500m","Women",3,108.16,TRUE,FALSE,TRUE,1
"768","K4 500m","Women",7,94.863,TRUE,FALSE,TRUE,1
"769","K4 500m","Women",4,98.927,TRUE,FALSE,TRUE,3
"770","K4 500m","Women",12,100.092,FALSE,FALSE,TRUE,8
"771","K1 500m","Women",1,NA,TRUE,FALSE,TRUE,2
"772","K2 500m","Women",3,NA,TRUE,FALSE,TRUE,2
"773","K1 1000m","Men",2,NA,TRUE,FALSE,TRUE,2
"774","K1 1000m","Men",6,216.189,TRUE,FALSE,TRUE,1
"775","K1 500m","Men",2,96.607,TRUE,FALSE,TRUE,1
"776","K2 500m","Men",6,93.441,TRUE,FALSE,TRUE,1
"777","K2 500m","Women",2,97.275,TRUE,FALSE,TRUE,1
"778","K4 500m","Women",2,97.521,TRUE,FALSE,TRUE,1
"779","K4 500m","Women",2,92.795,TRUE,FALSE,TRUE,2
"780","K4 500m","Women",2,93.094,TRUE,FALSE,TRUE,3
"781","C2 1000m","Men",3,238.73,TRUE,FALSE,TRUE,1
"782","C2 1000m","Men",2,NA,TRUE,FALSE,TRUE,2
"783","C2 500m","Men",5,108.54,TRUE,FALSE,TRUE,3
"784","C2 500m","Men",3,NA,TRUE,FALSE,TRUE,6
"785","C2 500m","Men",3,101.501,TRUE,FALSE,TRUE,1
"786","C2 500m","Men",1,99.851,TRUE,FALSE,TRUE,3
"787","C2 500m","Men",5,100.802,FALSE,FALSE,TRUE,4
"788","C2 500m","Men",7,NA,TRUE,FALSE,TRUE,6
"789","K2 1000m","Men",7,221.01,FALSE,FALSE,TRUE,4
"790","K2 1000m","Men",1,195.46,TRUE,FALSE,TRUE,1
"791","K2 1000m","Men",1,195.77,TRUE,FALSE,TRUE,2
"792","K2 1000m","Men",1,191.62,TRUE,FALSE,TRUE,3
"793","K2 500m","Men",2,92.04,TRUE,FALSE,TRUE,1
"794","K2 500m","Men",3,95.05,TRUE,FALSE,TRUE,2
"795","K2 500m","Men",1,91.58,TRUE,FALSE,TRUE,3
"796","C1 1000m","Men",5,291.16,TRUE,FALSE,TRUE,1
"797","C1 1000m","Men",8,280.86,TRUE,FALSE,TRUE,2
"798","C1 1000m","Men",6,249.14,TRUE,FALSE,TRUE,3
"799","C1 1000m","Men",8,262.77,FALSE,FALSE,TRUE,8
"800","C2 1000m","Men",1,223.42,TRUE,FALSE,TRUE,1
"801","C2 1000m","Men",1,218.45,TRUE,FALSE,TRUE,2
"802","C2 1000m","Men",3,227.65,TRUE,FALSE,TRUE,5
"803","C2 500m","Men",5,103.56,TRUE,FALSE,TRUE,1
"804","C2 500m","Men",2,107.44,TRUE,FALSE,TRUE,2
"805","C2 500m","Men",8,104.81,TRUE,FALSE,TRUE,5
"806","C2 500m","Men",3,110.16,TRUE,FALSE,TRUE,6
"807","C2 500m","Men",3,103.29,TRUE,FALSE,TRUE,7
"808","K2 500m","Men",2,88.954,TRUE,FALSE,TRUE,1
"809","C1 200m","Men",6,39.489,TRUE,FALSE,TRUE,1
"810","C1 200m","Men",10,38.885,TRUE,FALSE,TRUE,2
"811","C1 200m","Men",1,38.462,TRUE,FALSE,TRUE,3
"812","C1 200m","Men",24,44.194,FALSE,FALSE,TRUE,4
"813","C1 200m","Men",1,39.339,TRUE,FALSE,TRUE,5
"814","C1 200m","Men",1,39.048,TRUE,FALSE,TRUE,7
"815","C1 200m","Men",2,40.137,TRUE,FALSE,TRUE,10
"816","K2 500m","Women",3,111.94,TRUE,FALSE,TRUE,2
"817","K2 500m","Women",4,108.03,TRUE,FALSE,TRUE,3
"818","K2 500m","Women",4,115.88,TRUE,FALSE,TRUE,9
"819","K4 500m","Women",4,96.22,TRUE,FALSE,TRUE,2
"820","K4 500m","Women",7,100.89,TRUE,FALSE,TRUE,3
"821","K4 500m","Women",6,110.19,TRUE,FALSE,TRUE,5
"822","K4 500m","Women",8,101.62,TRUE,FALSE,TRUE,6
"823","K4 500m","Women",7,104.33,TRUE,FALSE,TRUE,7
"824","K4 500m","Women",4,106.9,TRUE,FALSE,TRUE,9
"825","K4 500m","Women",2,NA,TRUE,FALSE,TRUE,10
"826","K1 500m","Men",2,NA,TRUE,FALSE,TRUE,1
"827","K1 500m","Men",1,NA,TRUE,FALSE,TRUE,2
"828","C1 1000m","Men",1,NA,TRUE,FALSE,TRUE,1
"829","C1 1000m","Men",1,NA,TRUE,FALSE,TRUE,2
"830","C1 1000m","Men",5,254.43,FALSE,FALSE,TRUE,4
"831","C2 1000m","Men",1,234.03,TRUE,FALSE,TRUE,1
"832","C2 1000m","Men",1,NA,TRUE,FALSE,TRUE,3
"833","C2 500m","Men",2,109.44,TRUE,FALSE,TRUE,2
"834","K2 500m","Women",4,119.17,FALSE,FALSE,TRUE,4
